,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,City_FC,HWY_FC,COMB_FC,COMB_MPG_FC,CO2EMISSIONS,Diesel,Ethanol,Gasoline,Prem_Gasoline
186,2014,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,14.0,9.1,11.8,24,271,0,0,1,0
187,2014,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,14.8,9.8,12.6,22,290,0,0,0,1
188,2014,CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,13.2,8.7,11.2,25,258,0,0,1,0
189,2014,CHEVROLET,CAMARO,COMPACT,3.6,6,M6,14.2,8.6,11.7,24,269,0,0,1,0
190,2014,CHEVROLET,CAMARO 2LS,COMPACT,3.6,6,AS6,12.7,7.9,10.5,27,242,0,0,1,0
191,2014,CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS6,15.3,9.8,12.8,22,294,0,0,0,1
192,2014,CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,15.0,9.9,12.7,22,292,0,0,0,1
193,2014,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,19.7,12.9,16.6,17,382,0,0,0,1
194,2014,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,16.7,12.5,14.8,19,340,0,0,0,1
195,2014,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS6,14.9,8.5,12.0,24,276,0,0,0,1
196,2014,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,13.7,8.2,11.2,25,258,0,0,0,1
197,2014,CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,9.1,6.3,7.8,36,179,0,0,1,0
198,2014,CHEVROLET,CRUZE,MID-SIZE,1.4,4,M6,9.1,6.3,7.8,36,179,0,0,1,0
199,2014,CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,10.5,6.7,8.8,32,202,0,0,1,0
200,2014,CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,9.5,6.5,8.2,34,189,0,0,1,0
201,2014,CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS6,8.7,5.1,7.1,40,192,1,0,0,0
202,2014,CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A6,9.1,6.0,7.7,37,177,0,0,1,0
203,2014,CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,M6,8.4,5.6,7.1,40,163,0,0,1,0
204,2014,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,10.5,7.3,9.1,31,209,0,0,1,0
205,2014,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,13.9,9.6,12.0,24,276,0,0,1,0
206,2014,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,18.8,13.1,16.2,17,259,0,1,0,0
207,2014,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,11.5,8.2,10.0,28,230,0,0,1,0
208,2014,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,14.8,9.9,12.6,22,290,0,0,1,0
209,2014,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,19.8,13.6,17.0,17,272,0,1,0,0
210,2014,CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,4.3,6,A4,17.1,12.7,15.1,19,347,0,0,1,0
211,2014,CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,5.3,8,A4,18.0,13.4,15.9,18,366,0,0,1,0
212,2014,CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,5.3,8,A4,23.5,17.7,20.9,14,334,0,1,0,0
213,2014,CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,18.3,14.2,16.5,17,380,0,0,1,0
214,2014,CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,23.7,18.8,21.5,13,344,0,1,0,0
215,2014,CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,18.6,13.9,16.5,17,380,0,0,1,0
216,2014,CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,23.9,18.5,21.5,13,344,0,1,0,0
217,2014,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,18.3,14.2,16.5,17,380,0,0,1,0
218,2014,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,25.3,19.3,22.6,12,362,0,1,0,0
219,2014,CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,18.6,13.9,16.5,17,380,0,0,1,0
220,2014,CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,23.9,18.5,21.5,13,344,0,1,0,0
221,2014,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,18.3,14.2,16.5,17,380,0,0,1,0
222,2014,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,25.3,19.3,22.6,12,362,0,1,0,0
223,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,21.1,14.2,18.0,16,414,0,0,1,0
224,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,21.9,15.0,18.8,15,432,0,0,1,0
225,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,30.0,20.4,25.7,11,411,0,1,0,0
226,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,21.3,14.3,18.2,16,419,0,0,1,0
227,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,22.1,15.0,18.9,15,435,0,0,1,0
228,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,30.2,20.5,25.8,11,413,0,1,0,0
229,2014,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,11.3,7.5,9.6,29,221,0,0,1,0
230,2014,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,12.6,8.2,10.6,27,244,0,0,1,0
231,2014,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,16.7,11.3,14.3,20,229,0,1,0,0
232,2014,CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,10.0,7.0,8.7,32,200,0,0,1,0
233,2014,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,11.5,7.9,9.9,29,228,0,0,0,1
234,2014,CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,9.3,6.4,8.0,35,184,0,0,1,0
235,2014,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,12.2,8.6,10.6,27,244,0,0,1,0
236,2014,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,M6,11.8,8.3,10.2,28,235,0,0,1,0
237,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,13.4,9.9,11.8,24,271,0,0,1,0
238,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,18.9,14.2,16.8,17,269,0,1,0,0
239,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,14.6,10.3,12.7,22,292,0,0,1,0
240,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,19.5,13.7,16.9,17,270,0,1,0,0
241,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,16.3,11.4,14.1,20,324,0,0,0,1
242,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,14.2,10.6,12.6,22,290,0,0,1,0
243,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,20.0,15.1,17.8,16,285,0,1,0,0
244,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,14.9,10.6,13.0,22,299,0,0,1,0
245,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,19.9,14.2,17.3,16,277,0,1,0,0
246,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,16.4,11.7,14.3,20,329,0,0,0,1
247,2014,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,9.1,6.7,8.0,35,184,0,0,1,0
248,2014,CHEVROLET,SONIC,COMPACT,1.4,4,M6,8.5,6.2,7.5,38,173,0,0,1,0
249,2014,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,9.6,6.6,8.3,34,191,0,0,1,0
250,2014,CHEVROLET,SONIC,COMPACT,1.8,4,M5,8.9,6.7,7.9,36,182,0,0,1,0
251,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,9.1,6.7,8.0,35,184,0,0,1,0
252,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,8.5,6.2,7.5,38,172,0,0,1,0
253,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,9.6,6.6,8.3,34,191,0,0,1,0
254,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,8.9,6.7,7.9,36,182,0,0,1,0
255,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,9.4,7.0,8.3,34,191,0,0,1,0
256,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,8.7,7.0,7.9,36,182,0,0,1,0
257,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,9.4,7.0,8.3,34,191,0,0,1,0
258,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,8.7,7.0,7.9,36,182,0,0,1,0
259,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,7.7,6.0,6.9,41,159,0,0,1,0
260,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,7.6,6.0,6.9,41,159,0,0,1,0
261,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
262,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
263,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
264,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
265,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
266,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
267,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
268,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
269,2014,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,14.3,9.9,12.3,23,283,0,0,1,0
270,2014,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,14.6,10.2,12.6,22,290,0,0,1,0
271,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,9.4,7.1,8.4,34,193,0,0,1,0
272,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,9.1,6.8,8.1,35,186,0,0,1,0
273,2014,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,10.0,7.8,9.0,31,207,0,0,1,0
274,2014,CHRYSLER,300,FULL-SIZE,3.6,6,A8,12.4,7.7,10.3,27,237,0,0,1,0
275,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,11.7,8.2,10.1,28,232,0,0,1,0
276,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,12.9,8.1,10.7,26,246,0,0,1,0
277,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,12.5,8.1,10.5,27,242,0,0,1,0
278,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,17.0,11.2,14.4,20,230,0,1,0,0
279,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,11.2,8.0,9.8,29,225,0,0,1,0
280,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,12.0,7.6,10.0,28,230,0,0,1,0
281,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,12.5,8.1,10.5,27,242,0,0,1,0
282,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,17.0,11.2,14.4,20,230,0,1,0,0
283,2014,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,15.8,9.2,12.8,22,294,0,0,1,0
284,2014,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,12.8,8.6,10.9,26,251,0,0,1,0
285,2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,16.1,10.0,13.4,21,308,0,0,1,0
286,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,12.8,8.6,10.9,26,251,0,0,1,0
287,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,17.3,11.7,14.8,19,237,0,1,0,0
288,2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,12.4,7.7,10.3,27,237,0,0,1,0
289,2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,16.8,10.3,13.9,20,222,0,1,0,0
290,2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,16.7,10.3,13.8,20,317,0,0,0,1
291,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,14.1,9.5,12.0,24,276,0,0,1,0
292,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,19.7,13.3,16.8,17,269,0,1,0,0
293,2014,DODGE,AVENGER,MID-SIZE,2.4,4,A4,11.2,8.0,9.8,29,225,0,0,1,0
294,2014,DODGE,AVENGER,MID-SIZE,2.4,4,A6,12.0,7.6,10.0,28,230,0,0,1,0
295,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,12.5,8.1,10.5,27,242,0,0,1,0
296,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,17.0,11.2,14.4,20,230,0,1,0,0
297,2014,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,13.2,8.7,11.2,25,258,0,0,1,0
298,2014,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,15.6,10.0,13.1,22,301,0,0,1,0
299,2014,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,15.8,9.2,12.8,22,294,0,0,1,0
300,2014,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,16.8,10.4,13.9,20,320,0,0,0,1
301,2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,16.7,10.3,13.8,20,317,0,0,0,1
302,2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,13.2,8.7,11.2,25,258,0,0,1,0
303,2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,12.4,7.7,10.3,27,237,0,0,1,0
304,2014,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,15.8,9.2,12.8,22,294,0,0,1,0
305,2014,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,12.8,8.6,10.9,26,251,0,0,1,0
306,2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,16.1,10.0,13.4,21,308,0,0,1,0
307,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,12.8,8.6,10.9,26,251,0,0,1,0
308,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,17.3,11.7,14.8,19,237,0,1,0,0
309,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,13.2,8.7,11.2,25,258,0,0,1,0
310,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,18.3,12.6,15.7,18,251,0,1,0,0
311,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,12.3,7.6,10.2,28,235,0,0,1,0
312,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,16.8,10.3,13.9,20,222,0,1,0,0
313,2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,16.7,10.3,13.8,20,317,0,0,0,1
314,2014,DODGE,DART,MID-SIZE,2.0,4,M6,9.4,6.5,8.1,35,186,0,0,1,0
315,2014,DODGE,DART,MID-SIZE,2.4,4,A6,10.1,6.8,8.6,33,198,0,0,1,0
316,2014,DODGE,DART,MID-SIZE,2.4,4,M6,10.5,6.7,8.8,32,202,0,0,1,0
317,2014,DODGE,DART FFV,MID-SIZE,2.0,4,A6,9.9,7.0,8.6,33,198,0,0,1,0
318,2014,DODGE,DART FFV,MID-SIZE,2.0,4,A6,14.2,9.8,12.2,23,195,0,1,0,0
319,2014,DODGE,DART GT,MID-SIZE,2.4,4,A6,10.6,7.5,9.2,31,212,0,0,1,0
320,2014,DODGE,DART GT,MID-SIZE,2.4,4,M6,10.2,7.0,8.8,32,202,0,0,1,0
321,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,8.4,5.9,7.3,39,168,0,0,1,0
322,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,8.5,5.8,7.3,39,168,0,0,1,0
323,2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,17.3,10.8,14.4,20,331,0,0,1,0
324,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,13.9,9.8,12.1,23,278,0,0,1,0
325,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,17.7,13.0,15.6,18,250,0,1,0,0
326,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,13.7,9.4,11.8,24,271,0,0,1,0
327,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,19.2,13.1,16.5,17,264,0,1,0,0
328,2014,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,12.7,9.1,11.1,25,255,0,0,1,0
329,2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,14.5,9.9,12.4,23,285,0,0,1,0
330,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,14.2,9.4,12.0,24,276,0,0,1,0
331,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,18.9,12.9,16.2,17,259,0,1,0,0
332,2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,8.5,6.9,7.8,36,179,0,0,1,0
333,2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,8.5,6.9,7.8,36,179,0,0,1,0
334,2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,8.7,6.9,7.9,36,182,0,0,1,0
335,2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,7.9,6.3,7.2,39,166,0,0,1,0
336,2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,8.5,6.9,7.8,36,179,0,0,1,0
337,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,8.7,6.9,7.9,36,182,0,0,1,0
338,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,7.6,5.9,6.8,42,156,0,0,1,0
339,2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,8.5,6.9,7.8,36,179,0,0,1,0
340,2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,10.0,7.2,8.7,32,200,0,0,1,0
341,2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,9.3,7.2,8.4,34,193,0,0,1,0
342,2014,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,5.6,6.4,6.0,47,138,0,0,1,0
343,2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,17.7,14.4,16.2,17,373,0,0,1,0
344,2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,24.1,19.2,21.9,13,350,0,1,0,0
345,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,19.3,14.7,17.2,16,396,0,0,1,0
346,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,24.9,19.6,22.5,13,360,0,1,0,0
347,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,18.6,14.6,16.8,17,386,0,0,1,0
348,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,25.5,20.0,23.0,12,368,0,1,0,0
349,2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,23.9,17.8,21.2,13,488,0,0,1,0
350,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,20.6,15.5,18.3,15,421,0,0,1,0
351,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,26.7,20.5,23.9,12,382,0,1,0,0
352,2014,FORD,EDGE,SUV - SMALL,2.0,4,A6,11.3,7.9,9.8,29,225,0,0,1,0
353,2014,FORD,EDGE,SUV - SMALL,3.5,6,AS6,12.6,8.7,10.8,26,248,0,0,1,0
354,2014,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,13.3,9.3,11.5,25,264,0,0,1,0
355,2014,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,13.7,10.4,12.2,23,281,0,0,1,0
356,2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,10.4,7.4,9.1,31,209,0,0,1,0
357,2014,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,10.9,8.0,9.6,29,221,0,0,1,0
358,2014,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,10.9,7.5,9.4,30,216,0,0,1,0
359,2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,10.5,7.9,9.3,30,214,0,0,1,0
360,2014,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,11.2,8.5,10.0,28,230,0,0,1,0
361,2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,18.2,13.3,16.0,18,368,0,0,1,0
